order_id,customer_id,order_date,order_amount,order_status,payment_method,shipping_country,discount_applied
ORD00004352,CUST000533,2025-08-23,2196.95,Cancelled,PayPal,USA,0
ORD00004353,CUST001777,2025-03-06,4571.34,Shipped,Credit Card,Germany,25
ORD00004354,CUST000922,2025-12-18,2846.25,Delivered,Debit Card,USA,10
ORD00004355,CUST001837,2025-05-11,1925.26,Delivered,Bank Transfer,Canada,20
ORD00004356,CUST000428,2025-04-20,4857.01,Cancelled,Bank Transfer,Italy,5
ORD00004357,CUST000262,2026-01-10,538.08,Shipped,Bank Transfer,USA,20
ORD00004358,CUST000490,2025-06-13,2783.65,Returned,Bank Transfer,USA,0
ORD00004359,CUST001870,2025-03-11,4702.43,Returned,Bank Transfer,Spain,5
ORD00004360,CUST000235,2025-10-24,77.25,Returned,PayPal,Germany,20
ORD00004361,CUST001187,2025-07-30,3269.04,Cancelled,Bank Transfer,Spain,25
ORD00004362,CUST000368,2025-08-02,1077.28,Shipped,PayPal,France,15
ORD00004363,CUST001078,2025-09-22,3491.53,Pending,Credit Card,Canada,15
ORD00004364,CUST000041,2025-12-02,2932.94,Cancelled,Debit Card,USA,15
ORD00004365,CUST001219,2025-10-20,748.88,Delivered,Bank Transfer,France,20
ORD00004366,,2025-06-21,3859.6,Shipped,PayPal,USA,20
ORD00004367,CUST000791,2025-10-02,344.43,Pending,Bank Transfer,USA,0
ORD00004368,CUST001387,2025-08-08,4191.34,Returned,Credit Card,USA,0
ORD00004369,CUST000070,2025-11-30,1198.07,Delivered,Credit Card,France,10
ORD00004370,CUST001404,2025-07-31,44.46,Delivered,Bank Transfer,USA,25
ORD00004371,CUST001328,2025-10-02,3941.25,Returned,Bank Transfer,Canada,0
ORD00004372,CUST000436,2025-12-03,539.35,Cancelled,Credit Card,France,20
ORD00004373,CUST000105,2026-01-05,2950.05,Cancelled,PayPal,USA,25
ORD00004374,CUST000755,2025-04-04,2090.83,Returned,Debit Card,France,0
ORD00004375,CUST001129,2026-01-14,2561.44,Shipped,Credit Card,France,5
ORD00004376,CUST001424,2025-03-08,2713.7,Pending,PayPal,Canada,20
ORD00004377,CUST000132,2025-08-11,484.93,Cancelled,Credit Card,UK,5
ORD00004378,CUST000705,2025-08-23,3102.19,Returned,Debit Card,Germany,25
ORD00004379,,2025-08-13,3095.92,Cancelled,Credit Card,Australia,20
ORD00004380,CUST000865,2025-10-08,2545.75,Returned,Credit Card,Italy,0
ORD00004381,CUST001670,2025-10-17,1967.22,Cancelled,Credit Card,UK,20
ORD00004382,CUST001400,2025-12-19,4113.98,Shipped,Credit Card,France,5
ORD00004383,CUST001005,2026-02-02,1732.14,Pending,PayPal,Spain,5
ORD00004384,CUST000328,2026-01-27,3144.43,Returned,Debit Card,Germany,5
ORD00004385,CUST001254,2025-05-11,4642.6,Pending,Debit Card,Italy,10
ORD00004386,,2025-08-09,978.43,Shipped,Debit Card,France,25
ORD00004387,CUST000121,2026-01-04,2032.89,Cancelled,Bank Transfer,France,5
ORD00004388,CUST000577,2026-02-10,732.9,Returned,Credit Card,Australia,5
ORD00004389,CUST001177,2025-04-07,2352.36,Delivered,Credit Card,Canada,0
ORD00004390,CUST000729,2025-04-04,2154.38,Pending,Debit Card,Spain,20
ORD00004391,CUST000950,2025-04-06,3862.35,Shipped,PayPal,USA,10
ORD00004392,CUST001839,2025-09-15,3490.77,Cancelled,PayPal,Germany,20
ORD00004393,CUST001108,2025-08-25,276.45,Returned,Credit Card,Germany,5
ORD00004394,CUST000301,2025-07-25,3668.43,Delivered,Credit Card,France,10
ORD00004395,CUST001367,2025-04-12,2592.86,Pending,PayPal,Italy,0
ORD00004396,CUST001588,2025-10-17,1724.47,Pending,Bank Transfer,Canada,10
ORD00004397,CUST001687,2025-10-29,4120.95,Cancelled,Credit Card,Australia,20
ORD00004398,CUST001944,2025-08-15,4476.73,Cancelled,Debit Card,UK,10
ORD00004399,CUST000006,2025-07-02,4657.16,Delivered,PayPal,UK,20
ORD00004400,CUST000819,2026-01-25,4482.08,Delivered,Credit Card,Spain,25
ORD00004401,CUST000439,2025-06-01,4014.14,Shipped,Bank Transfer,Germany,10
ORD00004402,CUST000108,2025-09-16,3735.19,Cancelled,Bank Transfer,Germany,15
ORD00004403,,2025-05-05,2032.56,Returned,Credit Card,Italy,15
ORD00004404,CUST001028,2026-01-06,4881.85,Returned,Bank Transfer,UK,25
ORD00004405,CUST000476,2025-12-02,4971.03,Returned,Credit Card,USA,20
ORD00004406,,2025-05-11,4762.43,Returned,Debit Card,Italy,0
ORD00004407,CUST001306,2025-04-18,3565.78,Returned,Debit Card,Spain,5
ORD00004408,CUST001370,2025-09-25,4213.21,Cancelled,Credit Card,UK,10
ORD00004409,CUST001992,2025-10-17,1173.25,Returned,Debit Card,France,15
ORD00004410,CUST000789,2025-04-29,675.0,Shipped,PayPal,USA,5
ORD00004411,CUST000096,2025-04-09,3269.22,Pending,PayPal,Australia,5
ORD00004412,CUST000030,2025-05-04,2221.57,Returned,Bank Transfer,UK,20
ORD00004413,CUST001799,2026-01-20,890.58,Delivered,Bank Transfer,UK,5
ORD00004414,CUST001772,2026-01-10,2775.39,Returned,Bank Transfer,Australia,10
ORD00004415,CUST001304,2025-08-31,2810.68,Cancelled,PayPal,UK,25
ORD00004416,CUST000084,2025-07-23,1882.47,Pending,Bank Transfer,Italy,25
ORD00004417,CUST001037,2026-01-10,4503.5,Cancelled,PayPal,Spain,25
ORD00004418,CUST001972,2025-09-10,81.69,Cancelled,PayPal,UK,0
ORD00004419,CUST000669,2025-03-27,3225.1,Delivered,Debit Card,USA,5
ORD00004420,CUST001186,2025-08-23,201.0,Shipped,Debit Card,Spain,25
ORD00004421,CUST001422,2025-05-27,4575.55,Pending,Debit Card,Australia,25
ORD00004422,CUST001284,2025-07-21,35.35,Returned,Credit Card,France,10
ORD00004423,CUST000238,2025-04-12,3945.82,Cancelled,PayPal,Australia,20
ORD00004424,CUST001953,2025-11-03,3190.48,Shipped,Bank Transfer,Canada,25
ORD00004425,CUST001343,2025-11-24,1761.27,Returned,Bank Transfer,USA,20
ORD00004426,CUST000586,2025-08-14,3308.89,Cancelled,PayPal,France,0
ORD00004427,CUST001666,2025-03-11,587.82,Pending,Debit Card,Italy,10
ORD00004428,CUST000504,2025-04-19,4252.7,Pending,Credit Card,Canada,15
ORD00004429,CUST000914,2025-06-09,1374.08,Returned,PayPal,Germany,25
ORD00004430,CUST001329,2025-09-15,4408.88,Returned,Debit Card,UK,20
ORD00004431,CUST000724,2025-10-25,3454.89,Cancelled,PayPal,Australia,10
ORD00004432,CUST000930,2025-04-29,2976.87,Shipped,Bank Transfer,Australia,25
ORD00004433,CUST001657,2025-11-18,1362.91,Shipped,Bank Transfer,Australia,10
ORD00004434,CUST000308,2025-06-30,2903.77,Pending,Bank Transfer,USA,25
ORD00004435,CUST000529,2025-06-28,3806.42,Delivered,PayPal,Spain,10
ORD00004436,,2025-02-25,4426.45,Pending,Debit Card,France,5
ORD00004437,CUST000835,2025-11-23,2164.38,Cancelled,Credit Card,Italy,15
ORD00004438,CUST001550,2025-07-06,390.45,Returned,Debit Card,France,5
ORD00004439,CUST001471,2025-04-24,870.64,Shipped,PayPal,Canada,20
ORD00004440,CUST001035,2025-05-29,2642.17,Shipped,Bank Transfer,Germany,15
ORD00004441,CUST001122,2025-08-29,1007.52,Delivered,Credit Card,UK,20
ORD00004442,CUST001761,2026-01-25,4036.43,Delivered,Credit Card,Australia,20
ORD00004443,CUST000306,2026-01-03,1471.87,Returned,Debit Card,Canada,20
ORD00004444,CUST001287,2025-09-24,4573.42,Cancelled,PayPal,Canada,25
ORD00004445,CUST000314,2025-03-03,353.33,Returned,Credit Card,Australia,25
ORD00004446,CUST001662,2025-08-03,4898.59,Pending,Credit Card,UK,10
ORD00004447,CUST001795,2025-09-19,3543.73,Returned,PayPal,UK,25
ORD00004448,CUST000914,2025-08-18,449.92,Delivered,Bank Transfer,Canada,25
ORD00004449,CUST000895,2025-05-11,1629.12,Returned,Debit Card,Spain,25
ORD00004450,CUST000256,2025-05-14,1193.53,Returned,Debit Card,Italy,15
ORD00004451,CUST000598,2025-02-22,-25.26,Pending,Bank Transfer,UK,15
ORD00004452,CUST001784,2025-05-01,2526.22,Delivered,PayPal,UK,5
ORD00004453,CUST001811,2025-12-17,3431.04,Delivered,PayPal,Spain,10
ORD00004454,,2025-10-10,2648.85,Shipped,PayPal,Spain,0
ORD00004455,CUST001452,2025-04-02,1117.11,Returned,Bank Transfer,France,0
ORD00004456,CUST000786,2025-09-17,4628.39,Returned,Bank Transfer,France,20
ORD00004457,CUST001651,2025-04-15,423.06,Pending,Debit Card,France,0
ORD00004458,CUST000166,2025-12-22,2193.7,Delivered,Debit Card,UK,5
ORD00004459,CUST000644,2025-02-20,1060.75,Shipped,PayPal,USA,5
ORD00004460,CUST000018,2025-08-27,863.49,Shipped,Debit Card,Italy,25
ORD00004461,CUST000071,2026-01-27,959.39,Returned,Debit Card,Canada,20
ORD00004462,CUST000707,2025-07-24,3379.06,Shipped,Credit Card,Australia,25
ORD00004463,CUST000371,2025-02-21,2885.06,Cancelled,PayPal,Germany,25
ORD00004464,CUST000164,2025-12-15,1503.47,Pending,PayPal,Italy,15
ORD00004465,CUST000252,2026-02-06,3716.0,Pending,Debit Card,Germany,5
ORD00004466,CUST001329,2026-01-18,3127.64,Cancelled,PayPal,Germany,20
ORD00004467,CUST000540,2026-01-18,1205.89,Cancelled,Credit Card,Italy,0
ORD00004468,CUST001445,2026-01-22,1971.93,Delivered,PayPal,France,15
ORD00004469,CUST000537,2025-12-31,619.28,Cancelled,Credit Card,Canada,20
ORD00004470,CUST001414,2025-09-12,777.13,Returned,Bank Transfer,France,25
ORD00004471,CUST001061,2025-02-27,2567.56,Cancelled,Bank Transfer,Spain,20
ORD00004472,CUST001902,2025-11-08,3822.56,Pending,PayPal,France,25
ORD00004473,CUST000105,2025-03-27,3320.67,Returned,Credit Card,Australia,0
ORD00004474,CUST001303,2026-01-10,4242.27,Shipped,Credit Card,Germany,15
ORD00004475,CUST000634,2025-05-02,3675.37,Pending,Bank Transfer,Germany,10
ORD00004476,CUST001799,2025-07-29,701.88,Pending,PayPal,USA,0
ORD00004477,CUST001511,2025-09-10,1119.59,Cancelled,Debit Card,Spain,5
ORD00004478,CUST000730,2026-01-24,1609.94,Returned,Bank Transfer,Spain,0
ORD00004479,CUST000255,2025-12-12,1898.76,Shipped,Debit Card,Canada,0
ORD00004480,CUST001545,2025-05-07,2957.92,Cancelled,Debit Card,France,0
ORD00004481,CUST001451,2025-06-12,120.8,Shipped,Credit Card,UK,0
ORD00004482,CUST000551,2025-11-27,2229.23,Returned,Credit Card,USA,20
ORD00004483,CUST000482,2025-06-06,3303.47,Delivered,Debit Card,USA,0
ORD00004484,CUST000445,2025-08-03,268.08,Shipped,Bank Transfer,Germany,20
ORD00004485,CUST000519,2026-01-20,3197.6,Shipped,Credit Card,Spain,15
ORD00004486,CUST001705,2025-04-13,3333.6,Cancelled,Credit Card,Germany,10
ORD00004487,CUST000085,2025-12-18,3198.19,Pending,Debit Card,Germany,10
ORD00004488,CUST000597,2025-11-08,4378.86,Cancelled,Debit Card,Canada,10
ORD00004489,CUST000214,2025-07-11,1081.44,Returned,Bank Transfer,USA,5
ORD00004490,CUST001155,2025-12-30,3792.51,Shipped,Credit Card,Australia,5
ORD00004491,CUST000672,2025-07-13,1913.99,Cancelled,Debit Card,Spain,15
ORD00004492,CUST000113,2025-12-07,2818.32,Shipped,Bank Transfer,Germany,0
ORD00004493,CUST001754,2025-10-23,1600.23,Pending,Bank Transfer,Germany,10
ORD00004494,CUST000615,2025-05-10,4676.08,Pending,Credit Card,Canada,25
ORD00004495,CUST000004,2025-07-20,2575.83,Shipped,Debit Card,France,5
ORD00004496,CUST000817,2025-03-12,4214.76,Pending,Debit Card,UK,10
ORD00004497,CUST000251,2025-06-27,2744.39,Pending,Credit Card,USA,5
ORD00004498,CUST000193,2025-02-26,1102.95,Pending,Debit Card,Spain,5
ORD00004499,CUST000081,2025-08-28,532.46,Delivered,Bank Transfer,Canada,10
ORD00004500,CUST000865,2025-05-13,3217.54,Shipped,Bank Transfer,UK,0
ORD00004501,CUST000437,2025-10-03,4503.55,Cancelled,PayPal,UK,10
ORD00004502,,2025-04-23,2256.48,Pending,Credit Card,USA,0
ORD00004503,CUST000741,2025-02-26,1874.83,Cancelled,PayPal,France,10
ORD00004504,CUST001618,2025-12-23,3505.45,Cancelled,Bank Transfer,France,5
ORD00004505,CUST001163,2025-08-13,2943.0,Cancelled,PayPal,Canada,5
ORD00004506,CUST001171,2025-04-20,3742.14,Delivered,Bank Transfer,Australia,10
ORD00004507,CUST000951,2025-04-22,3735.92,Cancelled,PayPal,Italy,5
ORD00004508,CUST001441,2025-03-20,4296.92,Delivered,Debit Card,UK,10
ORD00004509,CUST001400,2025-10-20,2976.26,Delivered,Bank Transfer,USA,15
ORD00004510,CUST001284,2025-04-04,2603.97,Pending,Credit Card,Canada,10
ORD00004511,CUST000974,2026-02-03,1335.23,Shipped,PayPal,Italy,25
ORD00004512,CUST001425,2025-07-28,1131.13,Cancelled,Credit Card,Canada,10
ORD00004513,CUST000203,2025-03-14,127.79,Cancelled,Bank Transfer,Spain,10
ORD00004514,CUST001271,2025-08-31,3084.79,Pending,PayPal,Italy,10
ORD00004515,CUST001820,2025-11-11,938.23,Delivered,PayPal,USA,10
ORD00004516,CUST000700,2025-07-12,4984.19,Pending,PayPal,Germany,10
ORD00004517,CUST000618,2025-12-06,139.64,Shipped,Bank Transfer,Australia,15
ORD00004518,CUST000223,2025-04-20,3684.69,Cancelled,Debit Card,UK,0
ORD00004519,CUST001915,2025-12-31,3797.59,Shipped,PayPal,Australia,20
ORD00004520,CUST001930,2025-04-07,3186.45,Cancelled,Debit Card,France,25
ORD00004521,CUST000781,2025-11-14,2624.74,Shipped,Bank Transfer,Germany,25
ORD00004522,CUST001516,2025-04-09,811.49,Pending,Debit Card,Spain,5
ORD00004523,CUST000985,2025-10-20,3058.38,Delivered,Bank Transfer,Australia,0
ORD00004524,CUST000643,2025-08-14,2951.5,Returned,PayPal,UK,25
ORD00004525,CUST001626,2026-02-06,3807.05,Delivered,Debit Card,Germany,5
ORD00004526,CUST000017,2025-12-02,581.55,Pending,Bank Transfer,UK,10
ORD00004527,CUST001200,2025-10-16,154.21,Cancelled,Bank Transfer,UK,0
ORD00004528,CUST000970,2025-10-18,4215.77,Cancelled,Debit Card,Australia,0
ORD00004529,CUST001408,2026-02-03,4388.63,Pending,Bank Transfer,Germany,25
ORD00004530,CUST001598,2025-08-23,2643.34,Returned,Credit Card,Australia,20
ORD00004531,CUST001210,2025-09-24,2994.65,Shipped,PayPal,USA,10
ORD00004532,CUST001377,2025-06-14,1318.05,Returned,PayPal,Canada,25
ORD00004533,CUST000077,2026-01-08,1844.29,Cancelled,PayPal,UK,15
ORD00004534,CUST000714,2025-03-26,4095.87,Shipped,Bank Transfer,France,15
ORD00004535,CUST000704,2025-02-21,3639.42,Pending,Bank Transfer,Australia,5
ORD00004536,CUST001574,2025-09-12,233.95,Pending,Bank Transfer,France,20
ORD00004537,CUST001215,2025-02-14,172.45,Pending,Bank Transfer,Italy,15
ORD00004538,CUST000202,2025-12-15,1776.5,Delivered,PayPal,Italy,20
ORD00004539,CUST000543,2026-01-14,2219.79,Returned,PayPal,UK,15
ORD00004540,CUST000281,2025-03-02,113.78,Delivered,Credit Card,Canada,20
ORD00004541,CUST000321,2025-11-09,1747.45,Shipped,PayPal,Spain,15
ORD00004542,CUST000797,2025-10-01,4616.28,Returned,Credit Card,Australia,10
ORD00004543,CUST000053,2025-03-06,2775.61,Cancelled,Debit Card,Australia,0
ORD00004544,CUST000455,2025-05-08,3728.94,Returned,Credit Card,Italy,20
ORD00004545,CUST000184,2026-01-28,2670.92,Returned,Credit Card,France,25
ORD00004546,CUST000060,2026-02-12,606.39,Cancelled,Bank Transfer,USA,15
ORD00004547,CUST000600,2025-11-03,3808.43,Returned,PayPal,Canada,20
ORD00004548,CUST000926,2026-02-10,3636.86,Delivered,Debit Card,USA,20
ORD00004549,CUST001417,2025-03-18,4890.28,Pending,Bank Transfer,UK,15
ORD00004550,CUST000258,2025-12-17,3205.06,Shipped,Credit Card,France,25
ORD00004551,CUST000444,2025-05-16,1827.39,Cancelled,PayPal,France,0
ORD00004552,CUST001706,2025-11-25,743.01,Delivered,PayPal,Italy,15
ORD00004553,CUST000602,2025-05-14,4603.26,Cancelled,Bank Transfer,Australia,15
ORD00004554,CUST000061,2025-03-09,2671.53,Delivered,Debit Card,France,15
ORD00004555,CUST000590,2025-12-10,3498.56,Pending,Debit Card,Canada,10
ORD00004556,CUST001762,2025-11-22,3965.19,Pending,PayPal,Canada,15
ORD00004557,CUST000582,2025-02-26,3327.86,Shipped,Bank Transfer,UK,20
ORD00004558,CUST000196,2026-01-23,3808.54,Delivered,Bank Transfer,Germany,10
ORD00004559,CUST001469,2025-05-08,2921.69,Pending,Debit Card,Germany,20
ORD00004560,CUST000676,2025-05-23,2632.23,Delivered,PayPal,UK,0
ORD00004561,CUST001910,2026-01-06,3389.23,Cancelled,Debit Card,Australia,20
ORD00004562,CUST001627,2026-02-04,2849.63,Cancelled,Credit Card,Australia,10
ORD00004563,CUST000471,2025-08-30,3881.3,Returned,Credit Card,Australia,15
ORD00004564,CUST000015,2025-12-20,1666.93,Returned,Credit Card,Germany,15
ORD00004565,CUST001155,2025-10-25,3218.67,Returned,Bank Transfer,Australia,15
ORD00004566,CUST001207,2026-02-04,253.13,Cancelled,Debit Card,UK,5
ORD00004567,CUST001798,2025-03-29,1392.26,Pending,Bank Transfer,USA,10
ORD00004568,CUST001185,2025-08-02,770.92,Pending,Credit Card,Australia,20
ORD00004569,CUST001298,2025-03-06,2828.8,Returned,Bank Transfer,Italy,0
ORD00004570,CUST000205,2025-02-14,1892.36,Delivered,Debit Card,USA,15
ORD00004571,CUST000007,2025-12-30,4996.74,Shipped,Bank Transfer,Australia,10
ORD00004572,CUST000404,2025-05-01,3812.59,Returned,Bank Transfer,Australia,15
ORD00004573,CUST001118,2025-06-20,4759.22,Shipped,Debit Card,USA,15
ORD00004574,CUST000419,2025-07-22,2599.44,Cancelled,Bank Transfer,UK,20
ORD00004575,CUST000086,2025-05-28,3631.51,Delivered,Credit Card,Australia,25
ORD00004576,CUST000375,2025-04-05,272.15,Returned,Debit Card,UK,10
ORD00004577,CUST001947,2025-03-15,4055.62,Cancelled,Debit Card,France,20
ORD00004578,CUST001668,2025-02-28,3475.74,Returned,Debit Card,Spain,15
ORD00004579,CUST001853,2025-02-24,3737.73,Cancelled,Debit Card,Australia,10
ORD00004580,CUST000869,2026-01-27,1727.65,Returned,Credit Card,Canada,20
ORD00004581,CUST001097,2025-06-08,3036.24,Shipped,Bank Transfer,UK,5
ORD00004582,CUST000454,2025-10-10,3762.29,Shipped,Debit Card,USA,5
ORD00004583,CUST001378,2025-08-26,1841.93,Pending,Credit Card,Italy,10
ORD00004584,CUST001617,2026-01-01,3734.76,Pending,Credit Card,Germany,5
ORD00004585,CUST000888,2025-12-03,3379.88,Pending,Credit Card,UK,10
ORD00004586,,2025-02-27,4826.24,Shipped,Bank Transfer,USA,25
ORD00004587,CUST001949,2025-05-15,364.13,Shipped,Bank Transfer,Germany,20
ORD00004588,CUST000271,2025-04-16,2184.47,Delivered,Debit Card,Germany,0
ORD00004589,CUST000822,2025-02-18,1597.64,Pending,Credit Card,France,25
ORD00004590,CUST000952,2025-04-03,636.09,Delivered,Credit Card,Italy,10
ORD00004591,CUST001044,2026-02-03,3236.26,Delivered,Credit Card,Germany,0
ORD00004592,CUST000527,2025-09-24,3964.01,Delivered,Bank Transfer,Spain,15
ORD00004593,CUST001010,2025-06-07,82.7,Pending,PayPal,UK,0
ORD00004594,CUST001765,2025-08-22,4162.49,Delivered,Credit Card,Germany,0
ORD00004595,CUST001897,2026-01-08,624.89,Pending,Credit Card,USA,0
ORD00004596,CUST000940,2025-05-11,4499.58,Cancelled,Bank Transfer,Spain,15
ORD00004597,CUST000508,2025-12-01,2122.1,Cancelled,Credit Card,USA,5
ORD00004598,CUST000413,2026-01-17,3733.39,Shipped,Debit Card,Canada,5
ORD00004599,CUST000497,2025-09-17,3495.67,Cancelled,PayPal,Canada,15
ORD00004600,CUST000122,2026-02-07,859.11,Delivered,Bank Transfer,Australia,5
ORD00004601,CUST000836,2025-04-20,2717.87,Pending,Bank Transfer,UK,10
ORD00004602,CUST000961,2025-07-24,154.44,Cancelled,Credit Card,Australia,10
ORD00004603,CUST001545,2026-01-28,2784.91,Delivered,Debit Card,Spain,25
ORD00004604,CUST001847,2025-12-21,4963.93,Shipped,Credit Card,Spain,5
ORD00004605,CUST001694,2025-12-29,3751.3,Pending,Bank Transfer,France,15
ORD00004606,CUST001673,2026-01-01,699.77,Pending,PayPal,UK,25
ORD00004607,CUST001880,2025-02-18,1770.3,Pending,Debit Card,Canada,20
ORD00004608,,2025-06-28,3613.53,Returned,Debit Card,Spain,20
ORD00004609,CUST001074,2025-10-26,2480.14,Cancelled,Bank Transfer,USA,5
ORD00004610,CUST001413,2025-04-30,3816.33,Cancelled,Bank Transfer,France,0
ORD00004611,CUST000583,2025-02-20,1715.3,Shipped,Debit Card,Canada,20
ORD00004612,CUST001419,2025-05-15,1676.78,Shipped,Debit Card,France,5
ORD00004613,CUST000483,2025-06-26,97.05,Pending,Debit Card,France,15
ORD00004614,,2025-09-29,4927.49,Cancelled,Debit Card,Italy,0
ORD00004615,CUST001177,2025-04-26,1408.3,Returned,Debit Card,Germany,10
ORD00004616,CUST001151,2025-09-17,4851.61,Returned,PayPal,UK,20
ORD00004617,CUST001589,2025-10-10,2664.48,Delivered,Credit Card,France,10
ORD00004618,CUST000683,2026-02-09,4015.3,Delivered,Bank Transfer,France,20
ORD00004619,CUST000025,2025-10-04,723.25,Shipped,Bank Transfer,Spain,20
ORD00004620,CUST001351,2025-07-18,3317.91,Cancelled,Credit Card,France,15
ORD00004621,CUST000544,2025-05-27,3593.04,Delivered,Bank Transfer,Canada,5
ORD00004622,CUST001672,2025-06-27,1770.15,Delivered,Debit Card,UK,10
ORD00004623,CUST001666,2025-03-22,2150.32,Returned,Debit Card,Germany,5
ORD00004624,CUST000189,2025-04-27,2274.32,Returned,PayPal,Spain,15
ORD00004625,CUST001310,2025-06-28,289.27,Cancelled,Debit Card,Australia,20
ORD00004626,CUST001387,2025-04-30,2365.08,Shipped,Debit Card,USA,20
ORD00004627,CUST001006,2025-11-04,2875.83,Pending,PayPal,Germany,10
ORD00004628,CUST001066,2025-10-04,4382.46,Shipped,Bank Transfer,Canada,5
ORD00004629,CUST000898,2025-11-02,2193.26,Returned,Bank Transfer,France,20
ORD00004630,CUST001407,2025-04-07,2574.51,Returned,PayPal,Italy,0
ORD00004631,CUST001704,2025-05-03,1629.06,Shipped,PayPal,UK,20
ORD00004632,CUST000973,2026-01-29,3076.23,Returned,PayPal,France,25
ORD00004633,CUST001379,2026-01-04,3858.61,Shipped,PayPal,Italy,15
ORD00004634,,2025-05-19,145.05,Returned,PayPal,USA,5
ORD00004635,CUST001272,2025-04-06,3940.92,Shipped,Credit Card,Italy,15
ORD00004636,CUST000031,2026-01-24,1750.76,Returned,Credit Card,Italy,0
ORD00004637,CUST000323,2025-05-02,4392.88,Cancelled,Credit Card,Spain,15
ORD00004638,CUST000586,2025-06-22,4987.83,Pending,Debit Card,Canada,15
ORD00004639,CUST001878,2025-04-24,2249.74,Pending,PayPal,Italy,0
ORD00004640,CUST000355,2025-07-11,1121.59,Pending,Debit Card,Canada,10
ORD00004641,CUST000672,2025-03-10,3897.56,Pending,PayPal,Australia,5
ORD00004642,CUST001172,2025-12-01,431.72,Shipped,PayPal,France,10
ORD00004643,CUST000783,2025-02-27,4586.36,Pending,Debit Card,Italy,10
ORD00004644,CUST000848,2025-05-04,396.23,Delivered,PayPal,France,5
ORD00004645,CUST000777,2025-10-11,85.61,Delivered,Credit Card,Canada,10
ORD00004646,,2025-10-16,491.16,Shipped,Debit Card,Germany,5
ORD00004647,CUST001473,2025-08-10,2301.56,Shipped,Credit Card,Italy,0
ORD00004648,CUST000396,2026-01-13,4055.82,Returned,Credit Card,Italy,0
ORD00004649,CUST000415,2025-07-01,2187.97,Shipped,Debit Card,USA,25
ORD00004650,CUST000296,2025-12-07,4183.08,Shipped,PayPal,UK,20
ORD00004651,CUST000321,2025-09-17,4748.43,Pending,Debit Card,Italy,5
ORD00004652,CUST000862,2025-10-23,1530.14,Delivered,Bank Transfer,Australia,15
ORD00004653,CUST000225,2025-06-12,1770.2,Pending,Bank Transfer,UK,15
ORD00004654,CUST000247,2025-09-08,1884.17,Pending,PayPal,UK,5
ORD00004655,CUST001708,2025-09-15,2133.37,Shipped,Bank Transfer,Spain,15
ORD00004656,CUST000998,2025-12-02,3241.8,Delivered,Debit Card,Australia,5
ORD00004657,CUST000535,2025-02-18,2837.18,Pending,Bank Transfer,Germany,20
ORD00004658,CUST001495,2026-01-25,4571.08,Returned,Debit Card,Germany,15
ORD00004659,CUST001494,2025-12-07,1043.24,Pending,Bank Transfer,France,25
ORD00004660,CUST000006,2025-04-15,4010.84,Cancelled,Credit Card,Italy,20
ORD00004661,,2025-08-21,1746.51,Shipped,Credit Card,USA,25
ORD00004662,CUST000435,2025-03-13,497.91,Shipped,Debit Card,UK,25
ORD00004663,CUST000955,2025-05-31,621.54,Delivered,PayPal,Australia,5
ORD00004664,CUST001929,2025-09-02,361.7,Shipped,Credit Card,Australia,15
ORD00004665,CUST001426,2025-12-21,4950.58,Returned,Credit Card,Spain,0
ORD00004666,CUST001755,2026-01-04,2584.79,Shipped,Bank Transfer,Australia,15
ORD00004667,CUST001612,2026-02-09,2907.7,Cancelled,Credit Card,France,0
ORD00004668,CUST001178,2025-07-12,1836.56,Cancelled,Credit Card,Italy,25
ORD00004669,CUST001056,2025-04-09,4628.36,Returned,Bank Transfer,Spain,15
ORD00004670,CUST000583,2025-10-09,529.84,Cancelled,Credit Card,Spain,0
ORD00004671,CUST001967,2025-12-05,398.93,Pending,PayPal,Germany,20
ORD00004672,CUST001117,2025-06-15,1906.64,Cancelled,Debit Card,Spain,5
ORD00004673,CUST001323,2025-04-12,3476.3,Cancelled,PayPal,France,5
ORD00004674,CUST001917,2025-12-09,1003.98,Shipped,Debit Card,Canada,15
ORD00004675,CUST001398,2025-06-25,2166.57,Returned,Bank Transfer,Australia,5
ORD00004676,CUST000907,2025-06-04,3355.21,Returned,Credit Card,USA,10
ORD00004677,CUST000262,2025-12-18,4614.81,Returned,Credit Card,France,20
ORD00004678,CUST000809,2025-04-29,3546.8,Delivered,Credit Card,Spain,20
ORD00004679,CUST000504,2025-09-08,1973.61,Returned,Credit Card,Australia,5
ORD00004680,CUST000109,2025-10-24,3272.54,Delivered,Debit Card,Italy,10
ORD00004681,CUST001528,2025-08-05,2756.03,Cancelled,PayPal,Canada,0
ORD00004682,CUST001187,2025-04-13,2576.24,Shipped,Bank Transfer,Australia,25
ORD00004683,CUST001479,2025-07-17,1669.04,Returned,PayPal,Italy,15
ORD00004684,CUST001000,2025-08-19,3071.24,Cancelled,Credit Card,France,0
ORD00004685,CUST000711,2025-04-21,3251.71,Returned,PayPal,Canada,25
ORD00004686,CUST000710,2025-05-31,1183.26,Shipped,Bank Transfer,Australia,25
ORD00004687,CUST000546,2025-11-29,4318.49,Pending,Debit Card,Italy,20
ORD00004688,CUST000215,2025-09-10,3694.53,Delivered,Credit Card,Italy,10
ORD00004689,CUST001119,2025-04-21,3919.23,Delivered,Debit Card,Italy,10
ORD00004690,CUST001521,2025-09-19,2206.57,Shipped,Bank Transfer,Spain,25
